"no_of_adults","no_of_children","no_of_weekend_nights","no_of_week_nights","type_of_meal_plan","required_car_parking_space","room_type_reserved","lead_time","arrival_year","arrival_month","market_segment_type","repeated_guest","no_of_previous_cancellations","no_of_special_requests","booking_status","avg_price_per_room"
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",1,2017,10,"Online",0,0,0,"Not_Canceled",139.33
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",21,2017,9,"Online",0,0,0,"Not_Canceled",105
2,0,0,2,"Not Selected",0,"Room_Type 1",12,2018,9,"Corporate",0,0,1,"Not_Canceled",100
2,0,1,0,"Meal Plan 1",0,"Room_Type 1",33,2018,2,"Online",0,0,1,"Not_Canceled",80.3
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,"Offline",0,0,0,"Not_Canceled",100
2,0,0,3,"Meal Plan 1",1,"Room_Type 1",78,2018,3,"Online",0,0,1,"Not_Canceled",105.3
2,0,0,4,"Meal Plan 1",0,"Room_Type 4",18,2018,5,"Online",0,0,0,"Canceled",112.8
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",21,2018,8,"Online",0,0,0,"Canceled",151
1,0,1,3,"Meal Plan 1",0,"Room_Type 1",0,2017,11,"Online",0,0,1,"Not_Canceled",91
3,0,2,1,"Meal Plan 1",0,"Room_Type 4",152,2018,8,"Online",0,0,1,"Canceled",146.7
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",43,2017,10,"Offline",0,0,0,"Not_Canceled",58.4
2,0,0,4,"Not Selected",0,"Room_Type 1",177,2018,7,"Online",0,0,1,"Canceled",80.75
2,0,1,1,"Not Selected",0,"Room_Type 1",47,2018,5,"Offline",0,0,0,"Not_Canceled",76.5
3,0,0,3,"Meal Plan 1",0,"Room_Type 4",57,2018,9,"Online",0,0,0,"Not_Canceled",140.13
2,0,2,4,"Not Selected",0,"Room_Type 1",60,2017,11,"Online",0,0,1,"Not_Canceled",76
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,9,"Online",0,0,0,"Not_Canceled",200
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,"Online",0,0,0,"Canceled",101.5
2,0,0,3,"Not Selected",0,"Room_Type 1",71,2018,10,"Online",0,0,1,"Not_Canceled",108
3,0,2,3,"Meal Plan 2",0,"Room_Type 4",111,2018,7,"Online",0,0,1,"Not_Canceled",189
3,0,1,1,"Meal Plan 1",0,"Room_Type 4",1,2018,6,"Online",0,0,3,"Not_Canceled",166
2,0,1,1,"Not Selected",0,"Room_Type 1",4,2018,1,"Online",0,0,0,"Not_Canceled",67.5
2,0,1,3,"Meal Plan 1",0,"Room_Type 4",25,2017,9,"Online",0,0,1,"Not_Canceled",78.54
1,0,2,2,"Meal Plan 1",0,"Room_Type 1",209,2018,11,"Online",0,0,1,"Canceled",152.1
1,0,2,1,"Meal Plan 1",0,"Room_Type 1",93,2018,10,"Online",0,0,0,"Canceled",115
2,0,2,5,"Not Selected",0,"Room_Type 1",53,2017,9,"Online",0,0,2,"Not_Canceled",66.53
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,2017,8,"Complementary",1,0,1,"Not_Canceled",0
1,0,2,1,"Meal Plan 1",0,"Room_Type 1",4,2017,8,"Complementary",0,0,1,"Not_Canceled",0
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",302,2018,12,"Online",0,0,2,"Canceled",90.3
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",122,2018,4,"Offline",0,0,0,"Not_Canceled",85
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",16,2018,3,"Corporate",0,0,0,"Not_Canceled",75
2,0,2,4,"Meal Plan 1",0,"Room_Type 1",28,2018,8,"Online",0,0,1,"Canceled",115.37
2,0,1,2,"Meal Plan 2",0,"Room_Type 1",161,2018,3,"Online",0,0,0,"Canceled",130
3,0,0,2,"Meal Plan 1",0,"Room_Type 4",57,2018,12,"Online",0,0,2,"Not_Canceled",126
2,0,1,0,"Meal Plan 1",0,"Room_Type 1",19,2018,6,"Online",0,0,1,"Not_Canceled",94.35
3,0,2,4,"Meal Plan 1",0,"Room_Type 4",109,2018,7,"Online",0,0,4,"Not_Canceled",118.46
1,0,0,2,"Meal Plan 2",0,"Room_Type 1",239,2018,6,"Online",0,0,0,"Canceled",90.6
1,0,2,1,"Meal Plan 1",0,"Room_Type 1",33,2018,3,"Online",0,0,2,"Not_Canceled",82.9
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",11,2017,8,"Online",0,0,1,"Not_Canceled",95.33
3,0,2,5,"Meal Plan 1",0,"Room_Type 4",40,2018,4,"Online",0,0,1,"Not_Canceled",135.64
3,0,1,1,"Meal Plan 1",0,"Room_Type 4",45,2018,6,"Offline",0,0,0,"Not_Canceled",122.4
2,0,1,3,"Not Selected",0,"Room_Type 1",41,2018,5,"Online",0,0,0,"Canceled",116.1
2,0,0,4,"Not Selected",0,"Room_Type 1",167,2018,6,"Online",0,0,0,"Canceled",62.18
2,0,0,4,"Not Selected",0,"Room_Type 1",62,2018,3,"Online",0,0,0,"Canceled",63.75
1,0,1,4,"Meal Plan 1",0,"Room_Type 1",113,2018,9,"Online",0,0,0,"Canceled",118.8
2,0,0,2,"Not Selected",1,"Room_Type 1",1,2018,8,"Online",0,0,0,"Not_Canceled",167
2,2,2,2,"Meal Plan 1",0,"Room_Type 6",84,2018,5,"Online",0,0,1,"Not_Canceled",187.85
0,2,2,2,"Meal Plan 1",0,"Room_Type 1",68,2018,4,"Online",0,0,1,"Canceled",108.38
2,0,0,1,"Meal Plan 1",0,"Room_Type 2",9,2018,9,"Complementary",1,0,1,"Not_Canceled",0
3,0,1,2,"Meal Plan 1",0,"Room_Type 1",245,2018,10,"Online",0,0,0,"Canceled",128.7
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",80,2018,3,"Online",0,0,1,"Not_Canceled",80.33
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",7,2018,8,"Online",0,0,1,"Canceled",140
2,1,1,1,"Meal Plan 1",0,"Room_Type 1",128,2017,8,"Online",0,0,2,"Not_Canceled",76.5
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",100,2018,5,"Online",0,0,1,"Not_Canceled",105.3
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",118,2018,4,"Online",0,0,1,"Canceled",87.3
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,2018,11,"Online",0,0,0,"Canceled",110
1,0,0,1,"Meal Plan 2",0,"Room_Type 1",41,2017,9,"Offline",0,0,0,"Not_Canceled",83
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",174,2018,8,"Online",0,0,1,"Not_Canceled",99.45
2,1,2,1,"Meal Plan 2",0,"Room_Type 1",27,2017,12,"Offline",0,0,3,"Not_Canceled",104.5
2,0,2,6,"Meal Plan 1",0,"Room_Type 1",2,2018,11,"Online",0,0,2,"Not_Canceled",92.54
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,"Offline",0,0,0,"Not_Canceled",95
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,"Online",0,0,0,"Canceled",130
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",68,2018,1,"Offline",1,1,1,"Not_Canceled",63
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",189,2018,10,"Online",0,0,0,"Canceled",109.8
2,0,1,0,"Meal Plan 1",0,"Room_Type 1",10,2018,5,"Online",0,0,0,"Not_Canceled",103
3,0,2,1,"Meal Plan 1",0,"Room_Type 4",19,2018,2,"Online",0,0,1,"Not_Canceled",130
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",61,2018,3,"Online",0,0,0,"Canceled",117
2,0,0,4,"Meal Plan 1",0,"Room_Type 4",95,2017,12,"Offline",0,0,0,"Not_Canceled",60.5
2,0,0,1,"Meal Plan 2",0,"Room_Type 1",83,2017,9,"Offline",0,0,0,"Not_Canceled",112.2
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",37,2018,8,"Online",0,0,0,"Canceled",135.9
2,0,1,0,"Meal Plan 1",0,"Room_Type 1",19,2018,7,"Online",0,0,1,"Canceled",151
2,2,0,2,"Meal Plan 1",0,"Room_Type 6",22,2018,9,"Online",0,0,2,"Not_Canceled",239
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",22,2017,12,"Online",0,0,0,"Not_Canceled",59.09
2,0,2,5,"Meal Plan 1",0,"Room_Type 1",151,2018,7,"Online",0,0,0,"Canceled",103.09
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",26,2018,2,"Offline",0,0,0,"Not_Canceled",87
3,0,1,0,"Meal Plan 1",0,"Room_Type 4",27,2018,4,"Online",0,0,0,"Canceled",137
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",79,2018,6,"Offline",0,0,0,"Not_Canceled",109
2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,"Online",0,0,1,"Canceled",115
2,0,2,3,"Meal Plan 1",0,"Room_Type 4",189,2018,7,"Online",0,0,1,"Not_Canceled",99.45
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",320,2018,8,"Online",0,0,1,"Canceled",115
3,0,1,2,"Meal Plan 1",0,"Room_Type 4",27,2018,2,"Online",0,0,2,"Not_Canceled",130
1,0,1,0,"Meal Plan 1",0,"Room_Type 1",51,2018,5,"Corporate",1,0,0,"Not_Canceled",65
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",245,2018,6,"Online",0,0,0,"Canceled",75
2,1,1,2,"Meal Plan 1",0,"Room_Type 1",52,2018,7,"Online",0,0,0,"Canceled",132.9
1,0,2,0,"Meal Plan 1",0,"Room_Type 1",13,2017,10,"Online",0,0,0,"Not_Canceled",120
2,0,0,2,"Not Selected",0,"Room_Type 1",46,2018,11,"Online",0,0,1,"Canceled",79.2
3,0,2,1,"Meal Plan 1",0,"Room_Type 4",84,2018,8,"Online",0,0,0,"Canceled",159.3
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,"Online",0,0,0,"Canceled",130
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",19,2017,10,"Offline",1,1,0,"Not_Canceled",90
2,0,0,2,"Meal Plan 1",0,"Room_Type 4",67,2018,5,"Online",0,0,1,"Not_Canceled",140.4
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,8,"Online",0,0,0,"Not_Canceled",75
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",273,2017,7,"Online",0,0,0,"Canceled",109
2,0,2,1,"Meal Plan 2",0,"Room_Type 1",110,2017,7,"Online",0,0,0,"Canceled",94.5
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,12,"Corporate",1,0,0,"Not_Canceled",75
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",32,2017,10,"Offline",0,0,1,"Not_Canceled",75
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",282,2017,10,"Offline",0,0,0,"Not_Canceled",76.67
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",38,2018,10,"Online",0,0,0,"Not_Canceled",126
2,0,1,1,"Not Selected",0,"Room_Type 1",175,2018,7,"Online",0,0,1,"Not_Canceled",85.5
2,0,0,3,"Meal Plan 1",0,"Room_Type 4",143,2018,8,"Online",0,0,0,"Canceled",140.7
2,0,2,2,"Meal Plan 1",0,"Room_Type 4",127,2018,6,"Online",0,0,1,"Not_Canceled",103.7
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,9,"Online",0,0,0,"Not_Canceled",142
2,1,2,5,"Meal Plan 1",0,"Room_Type 1",95,2018,12,"Online",0,0,3,"Not_Canceled",103.7
1,0,1,2,"Meal Plan 1",0,"Room_Type 1",118,2018,6,"Offline",0,0,0,"Not_Canceled",110
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",45,2018,11,"Offline",0,0,0,"Not_Canceled",75
3,0,1,1,"Meal Plan 1",0,"Room_Type 4",69,2018,7,"Online",0,0,0,"Not_Canceled",137.7
2,0,0,1,"Not Selected",0,"Room_Type 1",57,2018,9,"Online",0,0,3,"Not_Canceled",87.3
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",5,2018,8,"Complementary",1,0,4,"Not_Canceled",0
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,2017,8,"Offline",0,0,0,"Not_Canceled",101.5
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,2,"Online",0,0,1,"Not_Canceled",97
3,0,1,1,"Meal Plan 1",0,"Room_Type 4",89,2018,8,"Online",0,0,1,"Not_Canceled",150.3
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",85,2018,3,"Online",0,0,0,"Not_Canceled",82.45
1,0,0,1,"Meal Plan 1",1,"Room_Type 4",4,2018,7,"Corporate",1,0,1,"Not_Canceled",103
1,0,2,6,"Meal Plan 1",0,"Room_Type 1",11,2018,7,"Online",0,0,0,"Canceled",145
1,0,1,1,"Meal Plan 1",0,"Room_Type 1",12,2018,7,"Online",0,0,1,"Not_Canceled",145
2,0,2,2,"Meal Plan 1",0,"Room_Type 4",77,2018,5,"Online",0,0,1,"Not_Canceled",134.85
2,1,1,1,"Meal Plan 1",0,"Room_Type 6",14,2018,10,"Online",0,0,1,"Not_Canceled",168.25
1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,2018,2,"Online",0,0,0,"Canceled",60
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",133,2018,6,"Offline",0,0,0,"Not_Canceled",76
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",3,2017,8,"Offline",0,0,1,"Not_Canceled",63.5
2,0,2,0,"Meal Plan 1",0,"Room_Type 1",19,2018,9,"Offline",0,0,0,"Not_Canceled",95
2,0,2,2,"Meal Plan 1",0,"Room_Type 4",86,2018,9,"Offline",0,0,3,"Not_Canceled",90.95
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",23,2017,10,"Online",0,0,2,"Not_Canceled",98.4
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",65,2018,9,"Online",0,0,1,"Not_Canceled",135.9
2,0,0,2,"Meal Plan 1",0,"Room_Type 4",1,2018,11,"Online",0,0,1,"Not_Canceled",130
2,0,0,1,"Meal Plan 1",0,"Room_Type 4",66,2017,11,"Online",0,0,2,"Not_Canceled",81.9
3,0,1,4,"Meal Plan 1",0,"Room_Type 1",50,2018,2,"Online",0,0,1,"Not_Canceled",78.85
2,0,2,3,"Meal Plan 2",0,"Room_Type 1",87,2018,6,"Online",0,0,0,"Canceled",141.3
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",159,2018,4,"Offline",0,0,1,"Not_Canceled",70
2,0,2,3,"Meal Plan 2",0,"Room_Type 1",39,2018,8,"Online",0,0,2,"Not_Canceled",170.1
2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,2018,10,"Online",0,0,1,"Canceled",115
2,2,0,5,"Meal Plan 1",0,"Room_Type 6",22,2017,12,"Online",0,0,0,"Not_Canceled",199
2,0,2,2,"Meal Plan 1",0,"Room_Type 4",102,2018,7,"Offline",0,0,0,"Not_Canceled",82.45
4,0,0,3,"Meal Plan 1",0,"Room_Type 7",86,2018,10,"Online",0,0,1,"Not_Canceled",192.86
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",56,2017,9,"Offline",0,0,0,"Not_Canceled",185
2,0,2,6,"Meal Plan 1",0,"Room_Type 1",36,2018,12,"Online",0,0,1,"Not_Canceled",68.07
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",50,2018,10,"Online",0,0,1,"Not_Canceled",118.8
2,0,0,2,"Meal Plan 1",0,"Room_Type 4",115,2018,10,"Online",0,0,0,"Canceled",104.4
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,3,"Corporate",1,0,0,"Not_Canceled",65
2,0,1,3,"Not Selected",0,"Room_Type 1",35,2018,3,"Online",0,0,0,"Canceled",71.1
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",17,2018,5,"Offline",0,0,0,"Not_Canceled",95
2,0,4,11,"Meal Plan 1",0,"Room_Type 4",237,2018,9,"Online",0,0,1,"Canceled",116.62
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",125,2018,9,"Online",0,0,2,"Not_Canceled",136
2,2,2,2,"Meal Plan 1",0,"Room_Type 6",32,2018,12,"Online",0,0,0,"Canceled",147.9
2,0,2,0,"Not Selected",0,"Room_Type 1",5,2018,9,"Offline",0,0,0,"Not_Canceled",123.7
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",91,2018,6,"Online",0,0,0,"Canceled",135.9
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,"Offline",0,0,0,"Not_Canceled",109
3,0,2,1,"Meal Plan 1",0,"Room_Type 4",9,2018,3,"Online",0,0,1,"Not_Canceled",186
3,0,1,3,"Meal Plan 1",0,"Room_Type 4",155,2018,12,"Online",0,0,1,"Canceled",115.6
2,2,0,1,"Meal Plan 1",0,"Room_Type 6",0,2018,5,"Online",0,0,0,"Canceled",221
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",11,2017,9,"Corporate",0,0,0,"Not_Canceled",65
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,2,"Corporate",0,0,0,"Not_Canceled",80
2,1,1,4,"Meal Plan 1",0,"Room_Type 1",86,2018,3,"Offline",0,0,0,"Not_Canceled",73.83
1,0,0,1,"Meal Plan 1",1,"Room_Type 1",18,2018,10,"Corporate",1,3,0,"Not_Canceled",67
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",58,2018,3,"Online",0,0,1,"Not_Canceled",80.3
2,0,2,1,"Not Selected",0,"Room_Type 1",54,2018,4,"Offline",0,0,0,"Not_Canceled",85
2,1,2,3,"Meal Plan 1",0,"Room_Type 1",25,2018,7,"Online",0,0,1,"Canceled",152.1
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",107,2017,9,"Online",0,0,1,"Not_Canceled",89.25
1,0,0,4,"Meal Plan 2",0,"Room_Type 1",100,2018,9,"Offline",0,0,0,"Not_Canceled",110
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",273,2018,5,"Online",0,0,0,"Canceled",95
2,0,0,1,"Not Selected",0,"Room_Type 1",29,2018,3,"Online",0,0,0,"Not_Canceled",79
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",221,2018,8,"Online",0,0,0,"Canceled",80
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",213,2018,10,"Online",0,0,2,"Canceled",102.85
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",198,2018,9,"Online",0,0,0,"Canceled",90
2,0,1,2,"Meal Plan 1",0,"Room_Type 2",81,2018,1,"Online",0,0,2,"Not_Canceled",62.37
2,0,0,1,"Not Selected",0,"Room_Type 1",23,2018,4,"Online",0,0,0,"Not_Canceled",98
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",26,2017,9,"Online",0,0,1,"Canceled",117.67
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",20,2018,6,"Online",0,0,1,"Not_Canceled",141
2,1,1,3,"Meal Plan 1",0,"Room_Type 6",124,2018,12,"Online",0,0,2,"Canceled",156.61
3,0,0,3,"Meal Plan 1",0,"Room_Type 4",85,2018,8,"Online",0,0,0,"Canceled",152.1
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",167,2018,8,"Online",0,0,0,"Canceled",105.3
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",71,2018,5,"Online",0,0,1,"Not_Canceled",119.85
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",48,2018,11,"Online",0,0,2,"Not_Canceled",97.2
1,0,0,1,"Not Selected",0,"Room_Type 1",37,2018,5,"Online",0,0,0,"Not_Canceled",116.1
3,0,2,2,"Meal Plan 1",0,"Room_Type 4",76,2018,5,"Online",0,0,0,"Canceled",150.45
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",13,2018,1,"Offline",0,0,0,"Not_Canceled",71
1,0,1,0,"Meal Plan 1",0,"Room_Type 1",3,2018,6,"Complementary",0,0,0,"Not_Canceled",0
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",75,2017,12,"Offline",0,0,0,"Not_Canceled",60
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2018,4,"Corporate",1,0,1,"Not_Canceled",89
2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,2018,10,"Online",0,0,1,"Canceled",115
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",180,2018,5,"Offline",0,0,1,"Not_Canceled",100
2,0,1,3,"Not Selected",0,"Room_Type 1",122,2018,11,"Online",0,0,2,"Canceled",75.9
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",224,2017,10,"Offline",0,0,0,"Not_Canceled",65
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",24,2018,5,"Online",0,0,2,"Not_Canceled",104.55
1,0,2,2,"Meal Plan 1",0,"Room_Type 1",162,2018,10,"Online",0,0,0,"Canceled",115
3,0,1,1,"Meal Plan 1",0,"Room_Type 4",25,2018,7,"Online",0,0,0,"Canceled",187
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,8,"Online",0,0,0,"Not_Canceled",115
2,0,0,4,"Not Selected",0,"Room_Type 1",236,2018,9,"Online",0,0,1,"Canceled",84.43
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",120,2018,4,"Online",0,0,0,"Canceled",90.95
2,0,1,3,"Meal Plan 2",1,"Room_Type 4",12,2018,3,"Online",0,0,1,"Not_Canceled",208
2,0,2,4,"Meal Plan 1",0,"Room_Type 1",224,2018,9,"Online",0,0,1,"Canceled",97.18
1,0,0,4,"Meal Plan 2",0,"Room_Type 1",33,2017,10,"Offline",0,0,0,"Not_Canceled",79.11
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",24,2018,5,"Complementary",0,0,0,"Not_Canceled",0
2,0,0,1,"Meal Plan 1",0,"Room_Type 4",22,2017,9,"Online",0,0,1,"Not_Canceled",120
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",10,2017,10,"Online",0,0,1,"Not_Canceled",126
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",15,2018,2,"Online",0,0,1,"Canceled",91
2,0,0,5,"Meal Plan 2",0,"Room_Type 1",230,2018,9,"Online",0,0,0,"Canceled",137
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",54,2018,3,"Offline",0,0,0,"Not_Canceled",67.32
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",45,2017,10,"Online",0,0,0,"Not_Canceled",81.62
3,0,1,3,"Meal Plan 2",0,"Room_Type 4",63,2018,10,"Online",0,0,2,"Not_Canceled",123.66
2,0,2,1,"Not Selected",0,"Room_Type 1",166,2018,8,"Online",0,0,1,"Not_Canceled",94.5
2,0,1,4,"Meal Plan 1",0,"Room_Type 1",148,2018,8,"Online",0,0,0,"Canceled",96.3
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",136,2018,8,"Online",0,0,1,"Not_Canceled",88.01
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",37,2018,3,"Online",0,0,2,"Not_Canceled",81.9
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",66,2018,5,"Online",0,0,1,"Not_Canceled",119.85
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",11,2017,10,"Offline",0,0,0,"Not_Canceled",83.5
1,0,0,1,"Meal Plan 1",1,"Room_Type 1",1,2018,4,"Corporate",1,0,1,"Not_Canceled",67
2,0,2,2,"Meal Plan 1",0,"Room_Type 4",7,2018,6,"Online",0,0,1,"Not_Canceled",156
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",43,2017,10,"Offline",0,0,0,"Not_Canceled",85
2,0,3,5,"Meal Plan 1",0,"Room_Type 4",5,2018,4,"Online",0,0,0,"Canceled",126.75
2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,"Online",0,0,1,"Canceled",115
2,0,2,1,"Not Selected",0,"Room_Type 1",24,2018,10,"Online",0,0,1,"Canceled",107.1
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",53,2018,10,"Offline",0,0,0,"Not_Canceled",120
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",52,2018,11,"Online",0,0,2,"Not_Canceled",93.6
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",56,2018,6,"Offline",0,0,0,"Not_Canceled",120
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",12,2018,6,"Offline",0,0,1,"Not_Canceled",90
2,0,0,5,"Meal Plan 1",0,"Room_Type 1",230,2018,9,"Online",0,0,1,"Canceled",137
2,1,1,3,"Meal Plan 1",0,"Room_Type 1",92,2018,10,"Online",0,0,1,"Canceled",106.43
1,0,0,3,"Not Selected",0,"Room_Type 1",2,2018,5,"Online",0,0,0,"Not_Canceled",87.78
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,"Offline",0,0,0,"Not_Canceled",101.5
2,0,0,1,"Not Selected",0,"Room_Type 1",82,2018,6,"Online",0,0,0,"Canceled",85.5
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,"Offline",0,0,0,"Not_Canceled",95
2,0,2,2,"Meal Plan 1",0,"Room_Type 4",147,2018,7,"Online",0,0,2,"Not_Canceled",103.7
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",2,2017,8,"Corporate",0,0,0,"Not_Canceled",65
2,0,2,6,"Meal Plan 1",0,"Room_Type 1",166,2018,8,"Online",0,0,0,"Canceled",100.12
2,0,1,3,"Meal Plan 2",1,"Room_Type 1",28,2018,4,"Online",0,0,2,"Not_Canceled",156.25
2,0,1,2,"Meal Plan 2",0,"Room_Type 1",309,2018,5,"Online",0,0,0,"Canceled",101
2,0,1,3,"Meal Plan 2",1,"Room_Type 1",54,2018,7,"Online",0,0,0,"Not_Canceled",161.1
2,0,1,3,"Not Selected",1,"Room_Type 1",49,2018,12,"Online",0,0,2,"Not_Canceled",83.8
2,1,0,1,"Meal Plan 1",1,"Room_Type 1",1,2018,6,"Online",0,0,2,"Not_Canceled",168
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",0,2017,12,"Offline",0,0,0,"Not_Canceled",58
2,0,2,1,"Meal Plan 2",0,"Room_Type 1",4,2017,8,"Offline",0,0,0,"Not_Canceled",94.5
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",60,2017,12,"Online",0,0,1,"Not_Canceled",96.3
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",157,2017,8,"Online",0,0,1,"Not_Canceled",76.5
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",268,2018,4,"Offline",0,0,0,"Not_Canceled",78
2,0,1,1,"Not Selected",0,"Room_Type 1",38,2018,9,"Online",0,0,0,"Canceled",112.59
2,2,2,1,"Meal Plan 1",0,"Room_Type 7",30,2018,6,"Online",0,0,0,"Canceled",187.04
2,0,0,1,"Meal Plan 1",1,"Room_Type 1",2,2018,10,"Online",0,0,2,"Not_Canceled",169
2,0,3,7,"Not Selected",0,"Room_Type 1",217,2018,12,"Online",0,0,1,"Not_Canceled",46.63
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",143,2018,8,"Offline",0,0,0,"Not_Canceled",100
2,0,0,3,"Not Selected",0,"Room_Type 1",179,2018,10,"Online",0,0,2,"Not_Canceled",85.5
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,"Online",0,0,0,"Canceled",130
3,0,2,2,"Meal Plan 1",0,"Room_Type 4",94,2018,7,"Online",0,0,1,"Not_Canceled",146.7
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",32,2017,11,"Offline",0,0,0,"Not_Canceled",73
3,0,2,2,"Meal Plan 1",0,"Room_Type 6",2,2018,4,"Online",0,0,2,"Not_Canceled",143.22
